['Indira Gandhi International Airport (DEL)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'IndiGo']
['Kempegowda International Airport (BLR)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'Go First']
['Kempegowda International Airport (BLR)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'IndiGo']
['Kempegowda International Airport (BLR)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'Air India']
['Kempegowda International Airport (BLR)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'Vistara']
['Kempegowda International Airport (BLR)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'SpiceJet']
['Kempegowda International Airport (BLR)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'Go First']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Indira Gandhi International Airport (DEL)', 'IndiGo']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Indira Gandhi International Airport (DEL)', 'Air India']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Indira Gandhi International Airport (DEL)', 'Vistara']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Indira Gandhi International Airport (DEL)', 'SpiceJet']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Indira Gandhi International Airport (DEL)', 'Go First']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'IndiGo']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'Air India']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'Vistara']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'SpiceJet']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'Go First']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Kempegowda International Airport (BLR)', 'IndiGo']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Kempegowda International Airport (BLR)', 'Air India']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Kempegowda International Airport (BLR)', 'Vistara']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Kempegowda International Airport (BLR)', 'SpiceJet']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Kempegowda International Airport (BLR)', 'Go First']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Rajiv Gandhi International Airport (HYD)', 'IndiGo']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Rajiv Gandhi International Airport (HYD)', 'Air India']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Rajiv Gandhi International Airport (HYD)', 'Vistara']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Rajiv Gandhi International Airport (HYD)', 'SpiceJet']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Rajiv Gandhi International Airport (HYD)', 'Go First']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Chennai International Airport (MAA)', 'IndiGo']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Chennai International Airport (MAA)', 'Air India']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Chennai International Airport (MAA)', 'Vistara']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Chennai International Airport (MAA)', 'SpiceJet']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Chennai International Airport (MAA)', 'Go First']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'IndiGo']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'Air India']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'Vistara']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'SpiceJet']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'Go First']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Pune Airport (PNQ)', 'IndiGo']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Pune Airport (PNQ)', 'Air India']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Pune Airport (PNQ)', 'Vistara']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Pune Airport (PNQ)', 'SpiceJet']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Pune Airport (PNQ)', 'Go First']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Goa International Airport (GOI)', 'IndiGo']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Goa International Airport (GOI)', 'Air India']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Goa International Airport (GOI)', 'Vistara']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Goa International Airport (GOI)', 'SpiceJet']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Goa International Airport (GOI)', 'Go First']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Jaipur International Airport (JAI)', 'IndiGo']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Jaipur International Airport (JAI)', 'Air India']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Jaipur International Airport (JAI)', 'Vistara']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Jaipur International Airport (JAI)', 'SpiceJet']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Jaipur International Airport (JAI)', 'Go First']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Cochin International Airport (COK)', 'IndiGo']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Cochin International Airport (COK)', 'Air India']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Cochin International Airport (COK)', 'Vistara']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Cochin International Airport (COK)', 'SpiceJet']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Cochin International Airport (COK)', 'Go First']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Lokpriya Gopinath Bordoloi International Airport (GAU)', 'IndiGo']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Air India']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Vistara']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Lokpriya Gopinath Bordoloi International Airport (GAU)', 'SpiceJet']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Go First']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Mangalore International Airport (IXE)', 'IndiGo']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Mangalore International Airport (IXE)', 'Air India']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Mangalore International Airport (IXE)', 'Vistara']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Mangalore International Airport (IXE)', 'SpiceJet']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Mangalore International Airport (IXE)', 'Go First']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Biju Patnaik International Airport (BBI)', 'IndiGo']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Biju Patnaik International Airport (BBI)', 'Air India']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Biju Patnaik International Airport (BBI)', 'Vistara']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Biju Patnaik International Airport (BBI)', 'SpiceJet']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Biju Patnaik International Airport (BBI)', 'Go First']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Trivandrum International Airport (TRV)', 'IndiGo']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Trivandrum International Airport (TRV)', 'Air India']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Trivandrum International Airport (TRV)', 'Vistara']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Trivandrum International Airport (TRV)', 'SpiceJet']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Trivandrum International Airport (TRV)', 'Go First']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Surat Airport (STV)', 'IndiGo']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Surat Airport (STV)', 'Air India']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Surat Airport (STV)', 'Vistara']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Surat Airport (STV)', 'SpiceJet']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Surat Airport (STV)', 'Go First']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Visakhapatnam Airport (VTZ)', 'IndiGo']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Visakhapatnam Airport (VTZ)', 'Air India']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Visakhapatnam Airport (VTZ)', 'Vistara']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Visakhapatnam Airport (VTZ)', 'SpiceJet']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Visakhapatnam Airport (VTZ)', 'Go First']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Bagdogra Airport (IXB)', 'IndiGo']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Bagdogra Airport (IXB)', 'Air India']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Bagdogra Airport (IXB)', 'Vistara']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Bagdogra Airport (IXB)', 'SpiceJet']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Bagdogra Airport (IXB)', 'Go First']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'IndiGo']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'Air India']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'Vistara']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'SpiceJet']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'Go First']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'IndiGo']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'Air India']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'Vistara']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'SpiceJet']
['Netaji Subhas Chandra Bose International Airport (CCU)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'Go First']
['Rajiv Gandhi International Airport (HYD)', 'Indira Gandhi International Airport (DEL)', 'IndiGo']
['Rajiv Gandhi International Airport (HYD)', 'Indira Gandhi International Airport (DEL)', 'Air India']
['Rajiv Gandhi International Airport (HYD)', 'Indira Gandhi International Airport (DEL)', 'Vistara']
['Rajiv Gandhi International Airport (HYD)', 'Indira Gandhi International Airport (DEL)', 'SpiceJet']
['Rajiv Gandhi International Airport (HYD)', 'Indira Gandhi International Airport (DEL)', 'Go First']
['Rajiv Gandhi International Airport (HYD)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'IndiGo']
['Rajiv Gandhi International Airport (HYD)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'Air India']
['Rajiv Gandhi International Airport (HYD)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'Vistara']
['Rajiv Gandhi International Airport (HYD)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'SpiceJet']
['Rajiv Gandhi International Airport (HYD)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'Go First']
['Rajiv Gandhi International Airport (HYD)', 'Kempegowda International Airport (BLR)', 'IndiGo']
['Rajiv Gandhi International Airport (HYD)', 'Kempegowda International Airport (BLR)', 'Air India']
['Rajiv Gandhi International Airport (HYD)', 'Kempegowda International Airport (BLR)', 'Vistara']
['Rajiv Gandhi International Airport (HYD)', 'Kempegowda International Airport (BLR)', 'SpiceJet']
['Rajiv Gandhi International Airport (HYD)', 'Kempegowda International Airport (BLR)', 'Go First']
['Rajiv Gandhi International Airport (HYD)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'IndiGo']
['Rajiv Gandhi International Airport (HYD)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'Air India']
['Rajiv Gandhi International Airport (HYD)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'Vistara']
['Rajiv Gandhi International Airport (HYD)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'SpiceJet']
['Rajiv Gandhi International Airport (HYD)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'Go First']
['Rajiv Gandhi International Airport (HYD)', 'Chennai International Airport (MAA)', 'IndiGo']
['Rajiv Gandhi International Airport (HYD)', 'Chennai International Airport (MAA)', 'Air India']
['Rajiv Gandhi International Airport (HYD)', 'Chennai International Airport (MAA)', 'Vistara']
['Rajiv Gandhi International Airport (HYD)', 'Chennai International Airport (MAA)', 'SpiceJet']
['Rajiv Gandhi International Airport (HYD)', 'Chennai International Airport (MAA)', 'Go First']
['Rajiv Gandhi International Airport (HYD)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'IndiGo']
['Rajiv Gandhi International Airport (HYD)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'Air India']
['Rajiv Gandhi International Airport (HYD)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'Vistara']
['Rajiv Gandhi International Airport (HYD)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'SpiceJet']
['Rajiv Gandhi International Airport (HYD)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'Go First']
['Rajiv Gandhi International Airport (HYD)', 'Pune Airport (PNQ)', 'IndiGo']
['Rajiv Gandhi International Airport (HYD)', 'Pune Airport (PNQ)', 'Air India']
['Rajiv Gandhi International Airport (HYD)', 'Pune Airport (PNQ)', 'Vistara']
['Rajiv Gandhi International Airport (HYD)', 'Pune Airport (PNQ)', 'SpiceJet']
['Rajiv Gandhi International Airport (HYD)', 'Pune Airport (PNQ)', 'Go First']
['Rajiv Gandhi International Airport (HYD)', 'Goa International Airport (GOI)', 'IndiGo']
['Rajiv Gandhi International Airport (HYD)', 'Goa International Airport (GOI)', 'Air India']
['Rajiv Gandhi International Airport (HYD)', 'Goa International Airport (GOI)', 'Vistara']
['Rajiv Gandhi International Airport (HYD)', 'Goa International Airport (GOI)', 'SpiceJet']
['Rajiv Gandhi International Airport (HYD)', 'Goa International Airport (GOI)', 'Go First']
['Rajiv Gandhi International Airport (HYD)', 'Jaipur International Airport (JAI)', 'IndiGo']
['Rajiv Gandhi International Airport (HYD)', 'Jaipur International Airport (JAI)', 'Air India']
['Rajiv Gandhi International Airport (HYD)', 'Jaipur International Airport (JAI)', 'Vistara']
['Rajiv Gandhi International Airport (HYD)', 'Jaipur International Airport (JAI)', 'SpiceJet']
['Rajiv Gandhi International Airport (HYD)', 'Jaipur International Airport (JAI)', 'Go First']
['Rajiv Gandhi International Airport (HYD)', 'Cochin International Airport (COK)', 'IndiGo']
['Rajiv Gandhi International Airport (HYD)', 'Cochin International Airport (COK)', 'Air India']
['Rajiv Gandhi International Airport (HYD)', 'Cochin International Airport (COK)', 'Vistara']
['Rajiv Gandhi International Airport (HYD)', 'Cochin International Airport (COK)', 'SpiceJet']
['Rajiv Gandhi International Airport (HYD)', 'Cochin International Airport (COK)', 'Go First']
['Rajiv Gandhi International Airport (HYD)', 'Lokpriya Gopinath Bordoloi International Airport (GAU)', 'IndiGo']
['Rajiv Gandhi International Airport (HYD)', 'Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Air India']
