['London Heathrow Airport (LHR)', 'Paris Charles de Gaulle Airport (CDG)', 'Lufthansa']
['Oslo Gardermoen Airport (OSL)', 'Paris Charles de Gaulle Airport (CDG)', 'Lufthansa']
['Oslo Gardermoen Airport (OSL)', 'Paris Charles de Gaulle Airport (CDG)', 'Air France']
['Oslo Gardermoen Airport (OSL)', 'Paris Charles de Gaulle Airport (CDG)', 'British Airways']
['Oslo Gardermoen Airport (OSL)', 'Paris Charles de Gaulle Airport (CDG)', 'Ryanair']
['Oslo Gardermoen Airport (OSL)', 'Paris Charles de Gaulle Airport (CDG)', 'KLM Royal Dutch Airlines']
['Oslo Gardermoen Airport (OSL)', 'Amsterdam Airport Schiphol (AMS)', 'Lufthansa']
['Oslo Gardermoen Airport (OSL)', 'Amsterdam Airport Schiphol (AMS)', 'Air France']
['Oslo Gardermoen Airport (OSL)', 'Amsterdam Airport Schiphol (AMS)', 'British Airways']
['Oslo Gardermoen Airport (OSL)', 'Amsterdam Airport Schiphol (AMS)', 'Ryanair']
['Oslo Gardermoen Airport (OSL)', 'Amsterdam Airport Schiphol (AMS)', 'KLM Royal Dutch Airlines']
['Oslo Gardermoen Airport (OSL)', 'Frankfurt Airport (FRA)', 'Lufthansa']
['Oslo Gardermoen Airport (OSL)', 'Frankfurt Airport (FRA)', 'Air France']
['Oslo Gardermoen Airport (OSL)', 'Frankfurt Airport (FRA)', 'British Airways']
['Oslo Gardermoen Airport (OSL)', 'Frankfurt Airport (FRA)', 'Ryanair']
['Oslo Gardermoen Airport (OSL)', 'Frankfurt Airport (FRA)', 'KLM Royal Dutch Airlines']
['Oslo Gardermoen Airport (OSL)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'Lufthansa']
['Oslo Gardermoen Airport (OSL)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'Air France']
['Oslo Gardermoen Airport (OSL)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'British Airways']
['Oslo Gardermoen Airport (OSL)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'Ryanair']
['Oslo Gardermoen Airport (OSL)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'KLM Royal Dutch Airlines']
['Oslo Gardermoen Airport (OSL)', 'Barcelona-El Prat Airport (BCN)', 'Lufthansa']
['Oslo Gardermoen Airport (OSL)', 'Barcelona-El Prat Airport (BCN)', 'Air France']
['Oslo Gardermoen Airport (OSL)', 'Barcelona-El Prat Airport (BCN)', 'British Airways']
['Oslo Gardermoen Airport (OSL)', 'Barcelona-El Prat Airport (BCN)', 'Ryanair']
['Oslo Gardermoen Airport (OSL)', 'Barcelona-El Prat Airport (BCN)', 'KLM Royal Dutch Airlines']
['Oslo Gardermoen Airport (OSL)', 'Munich Airport (MUC)', 'Lufthansa']
['Oslo Gardermoen Airport (OSL)', 'Munich Airport (MUC)', 'Air France']
['Oslo Gardermoen Airport (OSL)', 'Munich Airport (MUC)', 'British Airways']
['Oslo Gardermoen Airport (OSL)', 'Munich Airport (MUC)', 'Ryanair']
['Oslo Gardermoen Airport (OSL)', 'Munich Airport (MUC)', 'KLM Royal Dutch Airlines']
['Oslo Gardermoen Airport (OSL)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Lufthansa']
['Oslo Gardermoen Airport (OSL)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Air France']
['Oslo Gardermoen Airport (OSL)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'British Airways']
['Oslo Gardermoen Airport (OSL)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Ryanair']
['Oslo Gardermoen Airport (OSL)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'KLM Royal Dutch Airlines']
['Oslo Gardermoen Airport (OSL)', 'Zurich Airport (ZRH)', 'Lufthansa']
['Oslo Gardermoen Airport (OSL)', 'Zurich Airport (ZRH)', 'Air France']
['Oslo Gardermoen Airport (OSL)', 'Zurich Airport (ZRH)', 'British Airways']
['Oslo Gardermoen Airport (OSL)', 'Zurich Airport (ZRH)', 'Ryanair']
['Oslo Gardermoen Airport (OSL)', 'Zurich Airport (ZRH)', 'KLM Royal Dutch Airlines']
['Oslo Gardermoen Airport (OSL)', 'Vienna International Airport (VIE)', 'Lufthansa']
['Oslo Gardermoen Airport (OSL)', 'Vienna International Airport (VIE)', 'Air France']
['Oslo Gardermoen Airport (OSL)', 'Vienna International Airport (VIE)', 'British Airways']
['Oslo Gardermoen Airport (OSL)', 'Vienna International Airport (VIE)', 'Ryanair']
['Oslo Gardermoen Airport (OSL)', 'Vienna International Airport (VIE)', 'KLM Royal Dutch Airlines']
['Oslo Gardermoen Airport (OSL)', 'Istanbul Airport (IST)', 'Lufthansa']
['Oslo Gardermoen Airport (OSL)', 'Istanbul Airport (IST)', 'Air France']
['Oslo Gardermoen Airport (OSL)', 'Istanbul Airport (IST)', 'British Airways']
['Oslo Gardermoen Airport (OSL)', 'Istanbul Airport (IST)', 'Ryanair']
['Oslo Gardermoen Airport (OSL)', 'Istanbul Airport (IST)', 'KLM Royal Dutch Airlines']
['Oslo Gardermoen Airport (OSL)', 'Copenhagen Airport (CPH)', 'Lufthansa']
['Oslo Gardermoen Airport (OSL)', 'Copenhagen Airport (CPH)', 'Air France']
['Oslo Gardermoen Airport (OSL)', 'Copenhagen Airport (CPH)', 'British Airways']
['Oslo Gardermoen Airport (OSL)', 'Copenhagen Airport (CPH)', 'Ryanair']
['Oslo Gardermoen Airport (OSL)', 'Copenhagen Airport (CPH)', 'KLM Royal Dutch Airlines']
['Oslo Gardermoen Airport (OSL)', 'Stockholm Arlanda Airport (ARN)', 'Lufthansa']
['Oslo Gardermoen Airport (OSL)', 'Stockholm Arlanda Airport (ARN)', 'Air France']
['Oslo Gardermoen Airport (OSL)', 'Stockholm Arlanda Airport (ARN)', 'British Airways']
['Oslo Gardermoen Airport (OSL)', 'Stockholm Arlanda Airport (ARN)', 'Ryanair']
['Oslo Gardermoen Airport (OSL)', 'Stockholm Arlanda Airport (ARN)', 'KLM Royal Dutch Airlines']
['Oslo Gardermoen Airport (OSL)', 'Dublin Airport (DUB)', 'Lufthansa']
['Oslo Gardermoen Airport (OSL)', 'Dublin Airport (DUB)', 'Air France']
['Oslo Gardermoen Airport (OSL)', 'Dublin Airport (DUB)', 'British Airways']
['Oslo Gardermoen Airport (OSL)', 'Dublin Airport (DUB)', 'Ryanair']
['Oslo Gardermoen Airport (OSL)', 'Dublin Airport (DUB)', 'KLM Royal Dutch Airlines']
['Oslo Gardermoen Airport (OSL)', 'Brussels Airport (BRU)', 'Lufthansa']
['Oslo Gardermoen Airport (OSL)', 'Brussels Airport (BRU)', 'Air France']
['Oslo Gardermoen Airport (OSL)', 'Brussels Airport (BRU)', 'British Airways']
['Oslo Gardermoen Airport (OSL)', 'Brussels Airport (BRU)', 'Ryanair']
['Oslo Gardermoen Airport (OSL)', 'Brussels Airport (BRU)', 'KLM Royal Dutch Airlines']
['Oslo Gardermoen Airport (OSL)', 'Lisbon Humberto Delgado Airport (LIS)', 'Lufthansa']
['Oslo Gardermoen Airport (OSL)', 'Lisbon Humberto Delgado Airport (LIS)', 'Air France']
['Oslo Gardermoen Airport (OSL)', 'Lisbon Humberto Delgado Airport (LIS)', 'British Airways']
['Oslo Gardermoen Airport (OSL)', 'Lisbon Humberto Delgado Airport (LIS)', 'Ryanair']
['Oslo Gardermoen Airport (OSL)', 'Lisbon Humberto Delgado Airport (LIS)', 'KLM Royal Dutch Airlines']
['Oslo Gardermoen Airport (OSL)', 'Athens International Airport (ATH)', 'Lufthansa']
['Oslo Gardermoen Airport (OSL)', 'Athens International Airport (ATH)', 'Air France']
['Oslo Gardermoen Airport (OSL)', 'Athens International Airport (ATH)', 'British Airways']
['Oslo Gardermoen Airport (OSL)', 'Athens International Airport (ATH)', 'Ryanair']
['Oslo Gardermoen Airport (OSL)', 'Athens International Airport (ATH)', 'KLM Royal Dutch Airlines']
['Oslo Gardermoen Airport (OSL)', 'Warsaw Chopin Airport (WAW)', 'Lufthansa']
['Oslo Gardermoen Airport (OSL)', 'Warsaw Chopin Airport (WAW)', 'Air France']
['Oslo Gardermoen Airport (OSL)', 'Warsaw Chopin Airport (WAW)', 'British Airways']
['Oslo Gardermoen Airport (OSL)', 'Warsaw Chopin Airport (WAW)', 'Ryanair']
['Oslo Gardermoen Airport (OSL)', 'Warsaw Chopin Airport (WAW)', 'KLM Royal Dutch Airlines']
['Oslo Gardermoen Airport (OSL)', 'Prague Václav Havel Airport (PRG)', 'Lufthansa']
['Oslo Gardermoen Airport (OSL)', 'Prague Václav Havel Airport (PRG)', 'Air France']
['Oslo Gardermoen Airport (OSL)', 'Prague Václav Havel Airport (PRG)', 'British Airways']
['Oslo Gardermoen Airport (OSL)', 'Prague Václav Havel Airport (PRG)', 'Ryanair']
['Oslo Gardermoen Airport (OSL)', 'Prague Václav Havel Airport (PRG)', 'KLM Royal Dutch Airlines']
['Stockholm Arlanda Airport (ARN)', 'London Heathrow Airport (LHR)', 'Lufthansa']
['Stockholm Arlanda Airport (ARN)', 'London Heathrow Airport (LHR)', 'Air France']
['Stockholm Arlanda Airport (ARN)', 'London Heathrow Airport (LHR)', 'British Airways']
['Stockholm Arlanda Airport (ARN)', 'London Heathrow Airport (LHR)', 'Ryanair']
['Stockholm Arlanda Airport (ARN)', 'London Heathrow Airport (LHR)', 'KLM Royal Dutch Airlines']
['Stockholm Arlanda Airport (ARN)', 'Paris Charles de Gaulle Airport (CDG)', 'Lufthansa']
['Stockholm Arlanda Airport (ARN)', 'Paris Charles de Gaulle Airport (CDG)', 'Air France']
['Stockholm Arlanda Airport (ARN)', 'Paris Charles de Gaulle Airport (CDG)', 'British Airways']
['Stockholm Arlanda Airport (ARN)', 'Paris Charles de Gaulle Airport (CDG)', 'Ryanair']
['Stockholm Arlanda Airport (ARN)', 'Paris Charles de Gaulle Airport (CDG)', 'KLM Royal Dutch Airlines']
['Stockholm Arlanda Airport (ARN)', 'Amsterdam Airport Schiphol (AMS)', 'Lufthansa']
['Stockholm Arlanda Airport (ARN)', 'Amsterdam Airport Schiphol (AMS)', 'Air France']
['Stockholm Arlanda Airport (ARN)', 'Amsterdam Airport Schiphol (AMS)', 'British Airways']
['Stockholm Arlanda Airport (ARN)', 'Amsterdam Airport Schiphol (AMS)', 'Ryanair']
['Stockholm Arlanda Airport (ARN)', 'Amsterdam Airport Schiphol (AMS)', 'KLM Royal Dutch Airlines']
['Stockholm Arlanda Airport (ARN)', 'Frankfurt Airport (FRA)', 'Lufthansa']
['Stockholm Arlanda Airport (ARN)', 'Frankfurt Airport (FRA)', 'Air France']
['Stockholm Arlanda Airport (ARN)', 'Frankfurt Airport (FRA)', 'British Airways']
['Stockholm Arlanda Airport (ARN)', 'Frankfurt Airport (FRA)', 'Ryanair']
['Stockholm Arlanda Airport (ARN)', 'Frankfurt Airport (FRA)', 'KLM Royal Dutch Airlines']
['Stockholm Arlanda Airport (ARN)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'Lufthansa']
['Stockholm Arlanda Airport (ARN)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'Air France']
['Stockholm Arlanda Airport (ARN)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'British Airways']
['Stockholm Arlanda Airport (ARN)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'Ryanair']
['Stockholm Arlanda Airport (ARN)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'KLM Royal Dutch Airlines']
['Stockholm Arlanda Airport (ARN)', 'Barcelona-El Prat Airport (BCN)', 'Lufthansa']
['Stockholm Arlanda Airport (ARN)', 'Barcelona-El Prat Airport (BCN)', 'Air France']
['Stockholm Arlanda Airport (ARN)', 'Barcelona-El Prat Airport (BCN)', 'British Airways']
['Stockholm Arlanda Airport (ARN)', 'Barcelona-El Prat Airport (BCN)', 'Ryanair']
['Stockholm Arlanda Airport (ARN)', 'Barcelona-El Prat Airport (BCN)', 'KLM Royal Dutch Airlines']
['Stockholm Arlanda Airport (ARN)', 'Munich Airport (MUC)', 'Lufthansa']
['Stockholm Arlanda Airport (ARN)', 'Munich Airport (MUC)', 'Air France']
['Stockholm Arlanda Airport (ARN)', 'Munich Airport (MUC)', 'British Airways']
['Stockholm Arlanda Airport (ARN)', 'Munich Airport (MUC)', 'Ryanair']
['Stockholm Arlanda Airport (ARN)', 'Munich Airport (MUC)', 'KLM Royal Dutch Airlines']
['Stockholm Arlanda Airport (ARN)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Lufthansa']
['Stockholm Arlanda Airport (ARN)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Air France']
['Stockholm Arlanda Airport (ARN)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'British Airways']
['Stockholm Arlanda Airport (ARN)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Ryanair']
['Stockholm Arlanda Airport (ARN)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'KLM Royal Dutch Airlines']
['Stockholm Arlanda Airport (ARN)', 'Zurich Airport (ZRH)', 'Lufthansa']
['Stockholm Arlanda Airport (ARN)', 'Zurich Airport (ZRH)', 'Air France']
['Stockholm Arlanda Airport (ARN)', 'Zurich Airport (ZRH)', 'British Airways']
['Stockholm Arlanda Airport (ARN)', 'Zurich Airport (ZRH)', 'Ryanair']
['Stockholm Arlanda Airport (ARN)', 'Zurich Airport (ZRH)', 'KLM Royal Dutch Airlines']
['Stockholm Arlanda Airport (ARN)', 'Vienna International Airport (VIE)', 'Lufthansa']
['Stockholm Arlanda Airport (ARN)', 'Vienna International Airport (VIE)', 'Air France']
['Stockholm Arlanda Airport (ARN)', 'Vienna International Airport (VIE)', 'British Airways']
['Stockholm Arlanda Airport (ARN)', 'Vienna International Airport (VIE)', 'Ryanair']
['Stockholm Arlanda Airport (ARN)', 'Vienna International Airport (VIE)', 'KLM Royal Dutch Airlines']
['Stockholm Arlanda Airport (ARN)', 'Istanbul Airport (IST)', 'Lufthansa']
['Stockholm Arlanda Airport (ARN)', 'Istanbul Airport (IST)', 'Air France']
['Stockholm Arlanda Airport (ARN)', 'Istanbul Airport (IST)', 'British Airways']
['Stockholm Arlanda Airport (ARN)', 'Istanbul Airport (IST)', 'Ryanair']
['Stockholm Arlanda Airport (ARN)', 'Istanbul Airport (IST)', 'KLM Royal Dutch Airlines']
['Stockholm Arlanda Airport (ARN)', 'Copenhagen Airport (CPH)', 'Lufthansa']
['Stockholm Arlanda Airport (ARN)', 'Copenhagen Airport (CPH)', 'Air France']
['Stockholm Arlanda Airport (ARN)', 'Copenhagen Airport (CPH)', 'British Airways']
['Stockholm Arlanda Airport (ARN)', 'Copenhagen Airport (CPH)', 'Ryanair']
['Stockholm Arlanda Airport (ARN)', 'Copenhagen Airport (CPH)', 'KLM Royal Dutch Airlines']
['Stockholm Arlanda Airport (ARN)', 'Oslo Gardermoen Airport (OSL)', 'Lufthansa']
['Stockholm Arlanda Airport (ARN)', 'Oslo Gardermoen Airport (OSL)', 'Air France']
['Stockholm Arlanda Airport (ARN)', 'Oslo Gardermoen Airport (OSL)', 'British Airways']
['Stockholm Arlanda Airport (ARN)', 'Oslo Gardermoen Airport (OSL)', 'Ryanair']
['Stockholm Arlanda Airport (ARN)', 'Oslo Gardermoen Airport (OSL)', 'KLM Royal Dutch Airlines']
['Stockholm Arlanda Airport (ARN)', 'Dublin Airport (DUB)', 'Lufthansa']
['Stockholm Arlanda Airport (ARN)', 'Dublin Airport (DUB)', 'Air France']
['Stockholm Arlanda Airport (ARN)', 'Dublin Airport (DUB)', 'British Airways']
['Stockholm Arlanda Airport (ARN)', 'Dublin Airport (DUB)', 'Ryanair']
['Stockholm Arlanda Airport (ARN)', 'Dublin Airport (DUB)', 'KLM Royal Dutch Airlines']
['Stockholm Arlanda Airport (ARN)', 'Brussels Airport (BRU)', 'Lufthansa']
['Stockholm Arlanda Airport (ARN)', 'Brussels Airport (BRU)', 'Air France']
['Stockholm Arlanda Airport (ARN)', 'Brussels Airport (BRU)', 'British Airways']
['Stockholm Arlanda Airport (ARN)', 'Brussels Airport (BRU)', 'Ryanair']
['Stockholm Arlanda Airport (ARN)', 'Brussels Airport (BRU)', 'KLM Royal Dutch Airlines']
['Stockholm Arlanda Airport (ARN)', 'Lisbon Humberto Delgado Airport (LIS)', 'Lufthansa']
['Stockholm Arlanda Airport (ARN)', 'Lisbon Humberto Delgado Airport (LIS)', 'Air France']
['Stockholm Arlanda Airport (ARN)', 'Lisbon Humberto Delgado Airport (LIS)', 'British Airways']
['Stockholm Arlanda Airport (ARN)', 'Lisbon Humberto Delgado Airport (LIS)', 'Ryanair']
['Stockholm Arlanda Airport (ARN)', 'Lisbon Humberto Delgado Airport (LIS)', 'KLM Royal Dutch Airlines']
['Stockholm Arlanda Airport (ARN)', 'Athens International Airport (ATH)', 'Lufthansa']
['Stockholm Arlanda Airport (ARN)', 'Athens International Airport (ATH)', 'Air France']
['Stockholm Arlanda Airport (ARN)', 'Athens International Airport (ATH)', 'British Airways']
['Stockholm Arlanda Airport (ARN)', 'Athens International Airport (ATH)', 'Ryanair']
['Stockholm Arlanda Airport (ARN)', 'Athens International Airport (ATH)', 'KLM Royal Dutch Airlines']
['Stockholm Arlanda Airport (ARN)', 'Warsaw Chopin Airport (WAW)', 'Lufthansa']
['Stockholm Arlanda Airport (ARN)', 'Warsaw Chopin Airport (WAW)', 'Air France']
['Stockholm Arlanda Airport (ARN)', 'Warsaw Chopin Airport (WAW)', 'British Airways']
['Stockholm Arlanda Airport (ARN)', 'Warsaw Chopin Airport (WAW)', 'Ryanair']
['Stockholm Arlanda Airport (ARN)', 'Warsaw Chopin Airport (WAW)', 'KLM Royal Dutch Airlines']
['Stockholm Arlanda Airport (ARN)', 'Prague Václav Havel Airport (PRG)', 'Lufthansa']
['Stockholm Arlanda Airport (ARN)', 'Prague Václav Havel Airport (PRG)', 'Air France']
['Stockholm Arlanda Airport (ARN)', 'Prague Václav Havel Airport (PRG)', 'British Airways']
['Stockholm Arlanda Airport (ARN)', 'Prague Václav Havel Airport (PRG)', 'Ryanair']
['Stockholm Arlanda Airport (ARN)', 'Prague Václav Havel Airport (PRG)', 'KLM Royal Dutch Airlines']
['Dublin Airport (DUB)', 'London Heathrow Airport (LHR)', 'Lufthansa']
['Dublin Airport (DUB)', 'London Heathrow Airport (LHR)', 'Air France']
['Dublin Airport (DUB)', 'London Heathrow Airport (LHR)', 'British Airways']
['Dublin Airport (DUB)', 'London Heathrow Airport (LHR)', 'Ryanair']
['Dublin Airport (DUB)', 'London Heathrow Airport (LHR)', 'KLM Royal Dutch Airlines']
['Dublin Airport (DUB)', 'Paris Charles de Gaulle Airport (CDG)', 'Lufthansa']
['Dublin Airport (DUB)', 'Paris Charles de Gaulle Airport (CDG)', 'Air France']
['Dublin Airport (DUB)', 'Paris Charles de Gaulle Airport (CDG)', 'British Airways']
['Dublin Airport (DUB)', 'Paris Charles de Gaulle Airport (CDG)', 'Ryanair']
['Dublin Airport (DUB)', 'Paris Charles de Gaulle Airport (CDG)', 'KLM Royal Dutch Airlines']
['Dublin Airport (DUB)', 'Amsterdam Airport Schiphol (AMS)', 'Lufthansa']
['Dublin Airport (DUB)', 'Amsterdam Airport Schiphol (AMS)', 'Air France']
['Dublin Airport (DUB)', 'Amsterdam Airport Schiphol (AMS)', 'British Airways']
['Dublin Airport (DUB)', 'Amsterdam Airport Schiphol (AMS)', 'Ryanair']
['Dublin Airport (DUB)', 'Amsterdam Airport Schiphol (AMS)', 'KLM Royal Dutch Airlines']
['Dublin Airport (DUB)', 'Frankfurt Airport (FRA)', 'Lufthansa']
['Dublin Airport (DUB)', 'Frankfurt Airport (FRA)', 'Air France']
['Dublin Airport (DUB)', 'Frankfurt Airport (FRA)', 'British Airways']
['Dublin Airport (DUB)', 'Frankfurt Airport (FRA)', 'Ryanair']
['Dublin Airport (DUB)', 'Frankfurt Airport (FRA)', 'KLM Royal Dutch Airlines']
['Dublin Airport (DUB)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'Lufthansa']
['Dublin Airport (DUB)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'Air France']
['Dublin Airport (DUB)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'British Airways']
['Dublin Airport (DUB)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'Ryanair']
['Dublin Airport (DUB)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'KLM Royal Dutch Airlines']
['Dublin Airport (DUB)', 'Barcelona-El Prat Airport (BCN)', 'Lufthansa']
['Dublin Airport (DUB)', 'Barcelona-El Prat Airport (BCN)', 'Air France']
['Dublin Airport (DUB)', 'Barcelona-El Prat Airport (BCN)', 'British Airways']
['Dublin Airport (DUB)', 'Barcelona-El Prat Airport (BCN)', 'Ryanair']
['Dublin Airport (DUB)', 'Barcelona-El Prat Airport (BCN)', 'KLM Royal Dutch Airlines']
['Dublin Airport (DUB)', 'Munich Airport (MUC)', 'Lufthansa']
['Dublin Airport (DUB)', 'Munich Airport (MUC)', 'Air France']
['Dublin Airport (DUB)', 'Munich Airport (MUC)', 'British Airways']
['Dublin Airport (DUB)', 'Munich Airport (MUC)', 'Ryanair']
['Dublin Airport (DUB)', 'Munich Airport (MUC)', 'KLM Royal Dutch Airlines']
['Dublin Airport (DUB)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Lufthansa']
['Dublin Airport (DUB)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Air France']
['Dublin Airport (DUB)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'British Airways']
['Dublin Airport (DUB)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Ryanair']
['Dublin Airport (DUB)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'KLM Royal Dutch Airlines']
['Dublin Airport (DUB)', 'Zurich Airport (ZRH)', 'Lufthansa']
['Dublin Airport (DUB)', 'Zurich Airport (ZRH)', 'Air France']
['Dublin Airport (DUB)', 'Zurich Airport (ZRH)', 'British Airways']
['Dublin Airport (DUB)', 'Zurich Airport (ZRH)', 'Ryanair']
['Dublin Airport (DUB)', 'Zurich Airport (ZRH)', 'KLM Royal Dutch Airlines']
['Dublin Airport (DUB)', 'Vienna International Airport (VIE)', 'Lufthansa']
['Dublin Airport (DUB)', 'Vienna International Airport (VIE)', 'Air France']
['Dublin Airport (DUB)', 'Vienna International Airport (VIE)', 'British Airways']
['Dublin Airport (DUB)', 'Vienna International Airport (VIE)', 'Ryanair']
['Dublin Airport (DUB)', 'Vienna International Airport (VIE)', 'KLM Royal Dutch Airlines']
['Dublin Airport (DUB)', 'Istanbul Airport (IST)', 'Lufthansa']
['Dublin Airport (DUB)', 'Istanbul Airport (IST)', 'Air France']
['Dublin Airport (DUB)', 'Istanbul Airport (IST)', 'British Airways']
['Dublin Airport (DUB)', 'Istanbul Airport (IST)', 'Ryanair']
['Dublin Airport (DUB)', 'Istanbul Airport (IST)', 'KLM Royal Dutch Airlines']
['Dublin Airport (DUB)', 'Copenhagen Airport (CPH)', 'Lufthansa']
['Dublin Airport (DUB)', 'Copenhagen Airport (CPH)', 'Air France']
['Dublin Airport (DUB)', 'Copenhagen Airport (CPH)', 'British Airways']
['Dublin Airport (DUB)', 'Copenhagen Airport (CPH)', 'Ryanair']
['Dublin Airport (DUB)', 'Copenhagen Airport (CPH)', 'KLM Royal Dutch Airlines']
['Dublin Airport (DUB)', 'Oslo Gardermoen Airport (OSL)', 'Lufthansa']
['Dublin Airport (DUB)', 'Oslo Gardermoen Airport (OSL)', 'Air France']
['Dublin Airport (DUB)', 'Oslo Gardermoen Airport (OSL)', 'British Airways']
['Dublin Airport (DUB)', 'Oslo Gardermoen Airport (OSL)', 'Ryanair']
['Dublin Airport (DUB)', 'Oslo Gardermoen Airport (OSL)', 'KLM Royal Dutch Airlines']
['Dublin Airport (DUB)', 'Stockholm Arlanda Airport (ARN)', 'Lufthansa']
['Dublin Airport (DUB)', 'Stockholm Arlanda Airport (ARN)', 'Air France']
['Dublin Airport (DUB)', 'Stockholm Arlanda Airport (ARN)', 'British Airways']
['Dublin Airport (DUB)', 'Stockholm Arlanda Airport (ARN)', 'Ryanair']
['Dublin Airport (DUB)', 'Stockholm Arlanda Airport (ARN)', 'KLM Royal Dutch Airlines']
['Dublin Airport (DUB)', 'Brussels Airport (BRU)', 'Lufthansa']
['Dublin Airport (DUB)', 'Brussels Airport (BRU)', 'Air France']
['Dublin Airport (DUB)', 'Brussels Airport (BRU)', 'British Airways']
['Dublin Airport (DUB)', 'Brussels Airport (BRU)', 'Ryanair']
['Dublin Airport (DUB)', 'Brussels Airport (BRU)', 'KLM Royal Dutch Airlines']
['Dublin Airport (DUB)', 'Lisbon Humberto Delgado Airport (LIS)', 'Lufthansa']
['Dublin Airport (DUB)', 'Lisbon Humberto Delgado Airport (LIS)', 'Air France']
['Dublin Airport (DUB)', 'Lisbon Humberto Delgado Airport (LIS)', 'British Airways']
['Dublin Airport (DUB)', 'Lisbon Humberto Delgado Airport (LIS)', 'Ryanair']
['Dublin Airport (DUB)', 'Lisbon Humberto Delgado Airport (LIS)', 'KLM Royal Dutch Airlines']
['Dublin Airport (DUB)', 'Athens International Airport (ATH)', 'Lufthansa']
['Dublin Airport (DUB)', 'Athens International Airport (ATH)', 'Air France']
['Dublin Airport (DUB)', 'Athens International Airport (ATH)', 'British Airways']
['Dublin Airport (DUB)', 'Athens International Airport (ATH)', 'Ryanair']
['Dublin Airport (DUB)', 'Athens International Airport (ATH)', 'KLM Royal Dutch Airlines']
['Dublin Airport (DUB)', 'Warsaw Chopin Airport (WAW)', 'Lufthansa']
['Dublin Airport (DUB)', 'Warsaw Chopin Airport (WAW)', 'Air France']
['Dublin Airport (DUB)', 'Warsaw Chopin Airport (WAW)', 'British Airways']
['Dublin Airport (DUB)', 'Warsaw Chopin Airport (WAW)', 'Ryanair']
['Dublin Airport (DUB)', 'Warsaw Chopin Airport (WAW)', 'KLM Royal Dutch Airlines']
['Dublin Airport (DUB)', 'Prague Václav Havel Airport (PRG)', 'Lufthansa']
['Dublin Airport (DUB)', 'Prague Václav Havel Airport (PRG)', 'Air France']
['Dublin Airport (DUB)', 'Prague Václav Havel Airport (PRG)', 'British Airways']
['Dublin Airport (DUB)', 'Prague Václav Havel Airport (PRG)', 'Ryanair']
['Dublin Airport (DUB)', 'Prague Václav Havel Airport (PRG)', 'KLM Royal Dutch Airlines']
['Brussels Airport (BRU)', 'London Heathrow Airport (LHR)', 'Lufthansa']
['Brussels Airport (BRU)', 'London Heathrow Airport (LHR)', 'Air France']
['Brussels Airport (BRU)', 'London Heathrow Airport (LHR)', 'British Airways']
['Brussels Airport (BRU)', 'London Heathrow Airport (LHR)', 'Ryanair']
['Brussels Airport (BRU)', 'London Heathrow Airport (LHR)', 'KLM Royal Dutch Airlines']
['Brussels Airport (BRU)', 'Paris Charles de Gaulle Airport (CDG)', 'Lufthansa']
['Brussels Airport (BRU)', 'Paris Charles de Gaulle Airport (CDG)', 'Air France']
['Brussels Airport (BRU)', 'Paris Charles de Gaulle Airport (CDG)', 'British Airways']
['Brussels Airport (BRU)', 'Paris Charles de Gaulle Airport (CDG)', 'Ryanair']
['Brussels Airport (BRU)', 'Paris Charles de Gaulle Airport (CDG)', 'KLM Royal Dutch Airlines']
['Brussels Airport (BRU)', 'Amsterdam Airport Schiphol (AMS)', 'Lufthansa']
['Brussels Airport (BRU)', 'Amsterdam Airport Schiphol (AMS)', 'Air France']
